AaegL1.1	AaedL1.2	Change
AAEL012133 AAEL012133 unchanged
AAEL012134 AAEL012134 unchanged
AAEL012135 AAEL012135 changed
AAEL012136 AAEL012136 unchanged
AAEL012137 AAEL012137 unchanged
AAEL012138 AAEL012138 unchanged
AAEL012139 AAEL012139 unchanged
AAEL012140 AAEL012140 unchanged
AAEL012141 AAEL012141 changed
AAEL012142 AAEL012142 unchanged
AAEL012143 AAEL012143 changed
AAEL012144 AAEL012144 unchanged
AAEL012145 AAEL012145 unchanged
AAEL012146 AAEL012146 unchanged
AAEL012147 AAEL012147 unchanged
AAEL012148 AAEL012148 unchanged
AAEL012149 AAEL012149 unchanged
AAEL012150 AAEL012150 unchanged
AAEL012151 AAEL012151 unchanged
AAEL012152 AAEL012152 unchanged
AAEL012153 AAEL012153 unchanged
AAEL012154 AAEL012154 unchanged
AAEL012155 AAEL012155 unchanged
AAEL012156 AAEL012156 unchanged
AAEL012157 AAEL012157 unchanged
AAEL012158 AAEL012158 unchanged
AAEL012159 AAEL012159 unchanged
AAEL012160 AAEL012160 unchanged
AAEL012161 AAEL012161 unchanged
AAEL012162 AAEL012162 unchanged
AAEL012163 AAEL012163 unchanged
AAEL012164 AAEL012164 changed
AAEL012165 AAEL012165 changed
AAEL012166 AAEL012166 changed
AAEL012167 AAEL012167 unchanged
AAEL012168 AAEL012168 unchanged
AAEL012169 AAEL012169 unchanged
AAEL012170 AAEL012170 unchanged
AAEL012171 AAEL012171 unchanged
AAEL012172 AAEL012172 unchanged
AAEL012173 AAEL012173 unchanged
AAEL012174 AAEL012174 unchanged
AAEL012175 AAEL012175 unchanged
AAEL012176 AAEL012176 unchanged
AAEL012177 AAEL012177 unchanged
AAEL012178 AAEL012178 unchanged
AAEL012179 AAEL012179 unchanged
AAEL012180 AAEL012180 unchanged
AAEL012181 AAEL012181 unchanged
AAEL012182 AAEL012182 unchanged
AAEL012183 AAEL012183 unchanged
AAEL012184 AAEL012184 unchanged
AAEL012185 AAEL012185 unchanged
AAEL012186 AAEL012186 unchanged
AAEL012187 AAEL012187 unchanged
AAEL012188 AAEL012188 unchanged
AAEL012189 AAEL012189 unchanged
AAEL012190 AAEL012190 changed
AAEL012191 AAEL012191 unchanged
AAEL012192 AAEL012192 unchanged
AAEL012193 AAEL012193 unchanged
AAEL012194 AAEL012194 unchanged
AAEL012195 AAEL012195 unchanged
AAEL012196 AAEL012196 unchanged
AAEL012197 AAEL012197 unchanged
AAEL012198 AAEL012198 unchanged
AAEL012199 AAEL012199 unchanged
AAEL012200 AAEL012200 unchanged
AAEL012201 AAEL012201 unchanged
AAEL012202 AAEL012202 unchanged
AAEL012203 AAEL012203 unchanged
AAEL012204 AAEL012204 unchanged
AAEL012205 AAEL012205 unchanged
AAEL012206 AAEL012206 unchanged
AAEL012207 AAEL012207 changed
AAEL012208 AAEL012208 unchanged
AAEL012209 AAEL012209 unchanged
AAEL012210 AAEL012210 unchanged
AAEL012211 AAEL012211 unchanged
AAEL012212 AAEL012212 unchanged
AAEL012213 AAEL012213 unchanged
AAEL012214 AAEL012214 unchanged
AAEL012215 AAEL012215 unchanged
AAEL012216 AAEL012216 unchanged
AAEL012217 AAEL012217 unchanged
AAEL012218 AAEL012218 unchanged
AAEL012219 AAEL012219 unchanged
AAEL012220 AAEL012220 unchanged
AAEL012221 AAEL012221 unchanged
AAEL012222 AAEL012222 unchanged
AAEL012223 AAEL012223 unchanged
AAEL012224 AAEL012224 unchanged
AAEL012225 AAEL012225 unchanged
AAEL012226 AAEL012226 unchanged
AAEL012227 AAEL012227 unchanged
AAEL012228 AAEL012228 unchanged
AAEL012229 AAEL012229 unchanged
AAEL012230 AAEL012230 unchanged
AAEL012231 AAEL012231 unchanged
AAEL012232 AAEL012232 unchanged
AAEL012233 AAEL012233 unchanged
AAEL012234 AAEL012234 unchanged
AAEL012235 AAEL012235 unchanged
AAEL012236 AAEL012236 unchanged
AAEL012237 AAEL012237 unchanged
AAEL012238 AAEL012238 unchanged
AAEL012239 AAEL012239 unchanged
AAEL012240 AAEL012240 unchanged
AAEL012241 AAEL012241 unchanged
AAEL012242 AAEL012242 unchanged
AAEL012243 AAEL012243 unchanged
AAEL012244 AAEL012244 unchanged
AAEL012245 AAEL012245 unchanged
AAEL012246 AAEL012246 unchanged
AAEL012247 AAEL012247 unchanged
AAEL012248 AAEL012248 unchanged
AAEL012249 AAEL012249 unchanged
AAEL012250 AAEL012250 unchanged
AAEL012251 AAEL012251 unchanged
AAEL012252 AAEL012252 unchanged
AAEL012253 AAEL012253 unchanged
AAEL012254 AAEL012254 changed
AAEL012255 AAEL012255 unchanged
AAEL012256 AAEL012256 unchanged
AAEL012257 AAEL012257 unchanged
AAEL012258 AAEL012258 unchanged
AAEL012259 AAEL012259 unchanged
AAEL012260 AAEL012260 unchanged
AAEL012261 AAEL012261 unchanged
AAEL012262 AAEL012262 changed
AAEL012263 AAEL012263 unchanged
AAEL012264 AAEL012264 unchanged
AAEL012265 AAEL012265 unchanged
AAEL012266 AAEL012266 changed
AAEL012267 AAEL012267 unchanged
AAEL012268 AAEL012268 unchanged
AAEL012269 AAEL012269 unchanged
AAEL012270 AAEL012270 unchanged
AAEL012271 AAEL012271 unchanged
AAEL012272 AAEL012272 unchanged
AAEL012273 AAEL012273 unchanged
AAEL012274 AAEL012274 unchanged
AAEL012275 AAEL012275 unchanged
AAEL012276 AAEL012276 unchanged
AAEL012277 AAEL012277 unchanged
AAEL012278 AAEL012278 unchanged
AAEL012279 AAEL012279 unchanged
AAEL012280 AAEL012280 unchanged
AAEL012281 AAEL012281 unchanged
AAEL012282 AAEL012282 unchanged
AAEL012283 AAEL012283 unchanged
AAEL012284 AAEL012284 unchanged
AAEL012285 AAEL012285 unchanged
AAEL012286 AAEL012286 unchanged
AAEL012287 AAEL012287 unchanged
AAEL012288 AAEL012288 unchanged
AAEL012289 AAEL012289 unchanged
AAEL012290 AAEL012290 unchanged
AAEL012291 AAEL012291 unchanged
AAEL012292 AAEL012292 unchanged
AAEL012293 AAEL012293 unchanged
AAEL012294 AAEL012294 unchanged
AAEL012295 AAEL012295 unchanged
AAEL012296 AAEL012296 unchanged
AAEL012297 AAEL012297 unchanged
AAEL012298 AAEL012298 unchanged
AAEL012299 AAEL012299 unchanged
AAEL012300 AAEL012300 unchanged
AAEL012301 AAEL012301 unchanged
AAEL012302 AAEL012302 unchanged
AAEL012303 AAEL012303 unchanged
AAEL012304 AAEL012304 unchanged
AAEL012305 AAEL012305 unchanged
AAEL012306 AAEL012306 unchanged
AAEL012307 AAEL012307 unchanged
AAEL012308 AAEL012308 changed
AAEL012309 AAEL012309 unchanged
AAEL012310 AAEL012310 unchanged
AAEL012311 AAEL012311 unchanged
AAEL012312 AAEL012312 unchanged
AAEL012313 AAEL012313 unchanged
AAEL012314 AAEL012314 unchanged
AAEL012315 AAEL012315 unchanged
AAEL012316 AAEL012316 unchanged
AAEL012317 AAEL012317 unchanged
AAEL012318 AAEL012318 unchanged
AAEL012319 AAEL012319 unchanged
AAEL012320 AAEL012320 unchanged
AAEL012321 AAEL012321 unchanged
AAEL012322 AAEL012322 unchanged
AAEL012323 AAEL012323 unchanged
AAEL012324 AAEL012324 unchanged
AAEL012325 AAEL012325 unchanged
AAEL012326 AAEL012326 unchanged
AAEL012327 AAEL012327 unchanged
AAEL012328 AAEL012328 unchanged
AAEL012329 AAEL012329 unchanged
AAEL012330 AAEL012330 unchanged
AAEL012331 AAEL012331 unchanged
AAEL012332 AAEL012332 unchanged
AAEL012333 AAEL012333 unchanged
AAEL012334 AAEL012334 unchanged
AAEL012335 AAEL012335 unchanged
AAEL012336 AAEL012336 unchanged
AAEL012337 AAEL012337 unchanged
AAEL012338 AAEL012338 unchanged
AAEL012339 AAEL012339 changed
AAEL012340 AAEL012340 unchanged
AAEL012341 AAEL012341 unchanged
AAEL012342 AAEL012342 unchanged
AAEL012343 AAEL012343 unchanged
AAEL012344 AAEL012344 unchanged
AAEL012345 AAEL012345 unchanged
AAEL012346 AAEL012346 unchanged
AAEL012347 AAEL012347 unchanged
AAEL012348 AAEL012348 unchanged
AAEL012349 AAEL012349 unchanged
AAEL012350 AAEL012350 unchanged
AAEL012351 AAEL012351 unchanged
AAEL012352 AAEL012352 unchanged
AAEL012353 AAEL012353 changed
AAEL012354 AAEL012354 unchanged
AAEL012355 AAEL012355 unchanged
AAEL012356 AAEL012356 changed
AAEL012357 AAEL012357 changed
AAEL012358 AAEL012358 unchanged
AAEL012359 AAEL012359 unchanged
AAEL012360 AAEL012360 unchanged
AAEL012361 AAEL012361 unchanged
AAEL012362 AAEL012362 unchanged
AAEL012363 AAEL012363 unchanged
AAEL012364 AAEL012364 unchanged
AAEL012365 AAEL012365 unchanged
AAEL012366 AAEL012366 unchanged
AAEL012367 AAEL012367 unchanged
AAEL012368 AAEL012368 unchanged
AAEL012369 AAEL012369 unchanged
AAEL012370 AAEL012370 unchanged
AAEL012371 AAEL012371 unchanged
AAEL012372 AAEL012372 unchanged
AAEL012373 AAEL012373 unchanged
AAEL012374 AAEL012374 unchanged
AAEL012375 AAEL012375 unchanged
AAEL012376 AAEL012376 unchanged
AAEL012377 AAEL012377 unchanged
AAEL012378 AAEL012378 unchanged
AAEL012379 AAEL012379 unchanged
AAEL012380 AAEL012380 changed
AAEL012381 AAEL012381 unchanged
AAEL012382 AAEL012382 unchanged
AAEL012383 AAEL012383 unchanged
AAEL012384 AAEL012384 unchanged
AAEL012385 AAEL012385 unchanged
AAEL012386 AAEL012386 unchanged
AAEL012387 AAEL012387 unchanged
AAEL012388 AAEL012388 unchanged
AAEL012389 AAEL012389 unchanged
AAEL012390 AAEL012390 unchanged
AAEL012391 AAEL012391 unchanged
AAEL012392 AAEL012392 unchanged
AAEL012393 AAEL012393 unchanged
AAEL012394 AAEL012394 unchanged
AAEL012395 AAEL012395 unchanged
AAEL012396 AAEL012396 unchanged
AAEL012397 AAEL012397 unchanged
AAEL012398 AAEL012398 unchanged
AAEL012399 AAEL012399 unchanged
AAEL012400 AAEL012400 unchanged
AAEL012401 AAEL012401 unchanged
AAEL012402 AAEL012402 unchanged
AAEL012403 AAEL012403 unchanged
AAEL012404 AAEL012404 unchanged
AAEL012405 AAEL012405 unchanged
AAEL012406 AAEL012406 unchanged
AAEL012407 AAEL012407 unchanged
AAEL012408 AAEL012408 unchanged
AAEL012409 AAEL012409 unchanged
AAEL012410 AAEL012410 unchanged
AAEL012411 AAEL012411 unchanged
AAEL012412 AAEL012412 unchanged
AAEL012413 AAEL012413 unchanged
AAEL012414 AAEL012414 unchanged
AAEL012415 AAEL012415 unchanged
AAEL012416 AAEL012416 unchanged
AAEL012417 AAEL012417 unchanged
AAEL012418 AAEL012418 unchanged
AAEL012419 AAEL012419 changed
AAEL012420 AAEL012420 unchanged
AAEL012421 AAEL012421 unchanged
AAEL012422 AAEL012422 unchanged
AAEL012423 AAEL012423 unchanged
AAEL012424 AAEL012424 unchanged
AAEL012425 AAEL012425 unchanged
AAEL012426 AAEL012426 unchanged
AAEL012427 AAEL012427 unchanged
AAEL012428 AAEL012428 unchanged
AAEL012429 AAEL012429 unchanged
AAEL012430 AAEL012430 unchanged
AAEL012431 AAEL012431 unchanged
AAEL012432 AAEL012432 unchanged
AAEL012433 AAEL012433 unchanged
AAEL012434 AAEL012434 unchanged
AAEL012435 AAEL012435 unchanged
AAEL012436 AAEL012436 unchanged
AAEL012437 AAEL012437 unchanged
AAEL012438 AAEL012438 unchanged
AAEL012439 AAEL012439 unchanged
AAEL012440 AAEL012440 unchanged
AAEL012441 AAEL012441 unchanged
AAEL012442 AAEL012442 changed
AAEL012443 AAEL012443 unchanged
AAEL012444 AAEL012444 unchanged
AAEL012445 AAEL012445 unchanged
AAEL012446 AAEL012446 changed
AAEL012447 AAEL012447 unchanged
AAEL012448 AAEL012448 unchanged
AAEL012449 AAEL012449 unchanged
AAEL012450 AAEL012450 unchanged
AAEL012451 AAEL012451 unchanged
AAEL012452 AAEL012452 unchanged
AAEL012453 AAEL012453 unchanged
AAEL012454 AAEL012454 unchanged
AAEL012455 AAEL012455 changed
AAEL012456 AAEL012456 unchanged
AAEL012457 AAEL012457 unchanged
AAEL012458 AAEL012458 unchanged
AAEL012459 AAEL012459 unchanged
AAEL012460 AAEL012460 unchanged
AAEL012461 AAEL012461 unchanged
AAEL012462 AAEL012462 unchanged
AAEL012463 AAEL012463 unchanged
AAEL012464 AAEL012464 unchanged
AAEL012465 AAEL012465 unchanged
AAEL012466 AAEL012466 unchanged
AAEL012467 AAEL012467 unchanged
AAEL012468 AAEL012468 unchanged
AAEL012469 AAEL012469 unchanged
AAEL012470 AAEL012470 unchanged
AAEL012471 AAEL012471 changed
AAEL012472 AAEL012472 unchanged
AAEL012473 AAEL012473 unchanged
AAEL012474 AAEL012474 unchanged
AAEL012475 AAEL012475 unchanged
AAEL012476 AAEL012476 unchanged
AAEL012477 AAEL012477 unchanged
AAEL012478 AAEL012478 unchanged
AAEL012479 AAEL012479 unchanged
AAEL012480 AAEL012480 unchanged
AAEL012481 AAEL012481 changed
AAEL012482 AAEL012482 unchanged
AAEL012483 AAEL012483 unchanged
AAEL012484 AAEL012484 unchanged
AAEL012485 AAEL012485 unchanged
AAEL012486 AAEL012486 unchanged
AAEL012487 AAEL012487 unchanged
AAEL012488 AAEL012488 unchanged
AAEL012489 AAEL012489 unchanged
AAEL012490 AAEL012490 unchanged
AAEL012491 AAEL012491 changed
AAEL012492 AAEL012492 changed
AAEL012493 AAEL012493 unchanged
AAEL012494 AAEL012494 changed
AAEL012495 AAEL012495 unchanged
AAEL012496 AAEL012496 unchanged
AAEL012497 AAEL012497 unchanged
AAEL012498 AAEL012498 unchanged
AAEL012499 AAEL012499 unchanged
AAEL012500 AAEL012500 unchanged
AAEL012501 AAEL012501 unchanged
AAEL012502 AAEL012502 unchanged
AAEL012503 AAEL012503 unchanged
AAEL012504 AAEL012504 unchanged
AAEL012505 AAEL012505 unchanged
AAEL012506 AAEL012506 unchanged
AAEL012507 AAEL012507 unchanged
AAEL012508 AAEL012508 unchanged
AAEL012509 AAEL012509 changed
AAEL012510 AAEL012510 changed
AAEL012511 AAEL012511 unchanged
AAEL012512 AAEL012512 changed
AAEL012513 AAEL012513 unchanged
AAEL012514 AAEL012514 unchanged
AAEL012515 AAEL012515 unchanged
AAEL012516 AAEL012516 unchanged
AAEL012517 AAEL012517 unchanged
AAEL012518 AAEL012518 unchanged
AAEL012519 AAEL012519 unchanged
AAEL012520 AAEL012520 unchanged
AAEL012521 AAEL012521 unchanged
AAEL012522 AAEL012522 unchanged
AAEL012523 AAEL012523 unchanged
AAEL012524 AAEL012524 unchanged
AAEL012525 AAEL012525 unchanged
AAEL012526 AAEL012526 unchanged
AAEL012527 AAEL012527 unchanged
AAEL012528 AAEL012528 unchanged
AAEL012529 AAEL012529 unchanged
AAEL012530 AAEL012530 unchanged
AAEL012531 AAEL012531 unchanged
AAEL012532 AAEL012532 changed
AAEL012533 AAEL012533 unchanged
AAEL012534 AAEL012534 unchanged
AAEL012535 AAEL012535 unchanged
AAEL012536 AAEL012536 unchanged
AAEL012537 AAEL012537 unchanged
AAEL012538 AAEL012538 unchanged
AAEL012539 AAEL012539 unchanged
AAEL012540 AAEL012540 unchanged
AAEL012541 AAEL012541 unchanged
AAEL012542 AAEL012542 unchanged
AAEL012543 AAEL012543 unchanged
AAEL012544 AAEL012544 unchanged
AAEL012545 AAEL012545 unchanged
AAEL012546 AAEL012546 unchanged
AAEL012547 AAEL012547 unchanged
AAEL012548 AAEL012548 unchanged
AAEL012549 AAEL012549 unchanged
AAEL012550 AAEL012550 unchanged
AAEL012551 AAEL012551 unchanged
AAEL012552 AAEL012552 unchanged
AAEL012553 AAEL012553 changed
AAEL012554 AAEL012554 unchanged
AAEL012555 AAEL012555 unchanged
AAEL012556 AAEL012556 unchanged
AAEL012557 AAEL012557 unchanged
AAEL012558 AAEL012558 unchanged
AAEL012559 AAEL012559 unchanged
AAEL012560 AAEL012560 unchanged
AAEL012561 AAEL012561 unchanged
AAEL012562 AAEL012562 unchanged
AAEL012563 AAEL012563 unchanged
AAEL012564 AAEL012564 unchanged
AAEL012565 AAEL012565 unchanged
AAEL012566 AAEL012566 unchanged
AAEL012567 AAEL012567 unchanged
AAEL012568 AAEL012568 unchanged
AAEL012569 AAEL012569 unchanged
AAEL012570 AAEL012570 unchanged
AAEL012571 AAEL012571 unchanged
AAEL012572 AAEL012572 unchanged
AAEL012573 AAEL012573 unchanged
AAEL012574 AAEL012574 unchanged
AAEL012575 AAEL012575 unchanged
AAEL012576 AAEL012576 unchanged
AAEL012577 AAEL012577 unchanged
AAEL012578 AAEL012578 unchanged
AAEL012579 AAEL012579 unchanged
AAEL012580 AAEL012580 unchanged
AAEL012581 AAEL012581 unchanged
AAEL012582 AAEL012582 unchanged
AAEL012583 AAEL012583 unchanged
AAEL012584 AAEL012584 unchanged
AAEL012585 AAEL012585 unchanged
AAEL012586 AAEL012586 unchanged
AAEL012587 AAEL012587 unchanged
AAEL012588 AAEL012588 unchanged
AAEL012589 AAEL012589 unchanged
AAEL012590 AAEL012590 unchanged
AAEL012591 AAEL012591 unchanged
AAEL012592 AAEL012592 unchanged
AAEL012593 AAEL012593 unchanged
AAEL012594 AAEL012594 unchanged
AAEL012595 AAEL012595 unchanged
AAEL012596 AAEL012596 unchanged
AAEL012597 AAEL012597 unchanged
AAEL012598 AAEL012598 unchanged
AAEL012599 AAEL012599 unchanged
AAEL012600 AAEL012600 unchanged
AAEL012601 AAEL012601 changed
AAEL012602 AAEL012602 unchanged
AAEL012603 AAEL012603 unchanged
AAEL012604 AAEL012604 unchanged
AAEL012605 AAEL012605 unchanged
AAEL012606 AAEL012606 unchanged
AAEL012607 AAEL012607 unchanged
AAEL012608 AAEL012608 unchanged
AAEL012609 AAEL012609 unchanged
AAEL012610 AAEL012610 unchanged
AAEL012611 AAEL012611 unchanged
AAEL012612 AAEL012612 unchanged
AAEL012613 AAEL012613 unchanged
AAEL012614 AAEL012614 unchanged
AAEL012615 AAEL012615 unchanged
AAEL012616 AAEL012616 unchanged
AAEL012617 AAEL012617 unchanged
AAEL012618 AAEL012618 unchanged
AAEL012619 AAEL012619 unchanged
AAEL012620 AAEL012620 unchanged
AAEL012621 AAEL012621 unchanged
AAEL012622 AAEL012622 unchanged
AAEL012623 AAEL012623 unchanged
AAEL012624 AAEL012624 unchanged
AAEL012625 AAEL012625 unchanged
AAEL012626 AAEL012626 unchanged
AAEL012627 AAEL012627 unchanged
AAEL012628 AAEL012628 unchanged
AAEL012629 AAEL012629 unchanged
AAEL012630 AAEL012630 unchanged
AAEL012631 AAEL012631 unchanged
AAEL012632 AAEL012632 unchanged
AAEL012633 AAEL012633 unchanged
AAEL012634 AAEL012634 unchanged
AAEL012635 AAEL012635 unchanged
AAEL012636 AAEL012636 unchanged
AAEL012637 AAEL012637 unchanged
AAEL012638 AAEL012638 unchanged
AAEL012639 AAEL012639 unchanged
AAEL012640 AAEL012640 unchanged
AAEL012641 AAEL012641 unchanged
AAEL012642 AAEL012642 unchanged
AAEL012643 AAEL012643 unchanged
AAEL012644 AAEL012644 unchanged
AAEL012645 AAEL012645 unchanged
AAEL012646 AAEL012646 unchanged
AAEL012647 AAEL012647 unchanged
AAEL012648 AAEL012648 unchanged
AAEL012649 AAEL012649 unchanged
AAEL012650 AAEL012650 unchanged
AAEL012651 AAEL012651 unchanged
AAEL012652 AAEL012652 unchanged
AAEL012653 AAEL012653 unchanged
AAEL012654 AAEL012654 unchanged
AAEL012655 AAEL012655 unchanged
AAEL012656 AAEL012656 changed
AAEL012657 AAEL012657 unchanged
AAEL012658 AAEL012658 unchanged
AAEL012659 AAEL012659 unchanged
AAEL012660 AAEL012660 unchanged
AAEL012661 AAEL012661 unchanged
AAEL012662 AAEL012662 unchanged
AAEL012663 AAEL012663 unchanged
AAEL012664 AAEL012664 unchanged
AAEL012665 AAEL012665 unchanged
AAEL012666 AAEL012666 unchanged
AAEL012667 AAEL012667 unchanged
AAEL012668 AAEL012668 unchanged
AAEL012669 AAEL012669 unchanged
AAEL012670 AAEL012670 unchanged
AAEL012671 AAEL012671 unchanged
AAEL012672 AAEL012672 unchanged
AAEL012673 AAEL012673 unchanged
AAEL012674 AAEL012674 unchanged
AAEL012675 AAEL012675 unchanged
AAEL012676 AAEL012676 changed
AAEL012677 AAEL012677 unchanged
AAEL012678 AAEL012678 unchanged
AAEL012679 AAEL012679 unchanged
AAEL012680 AAEL012680 unchanged
AAEL012681 AAEL012681 unchanged
AAEL012682 AAEL012682 unchanged
AAEL012683 AAEL012683 unchanged
AAEL012684 AAEL012684 unchanged
AAEL012685 AAEL012685 unchanged
AAEL012686 AAEL012686 unchanged
AAEL012687 AAEL012687 unchanged
AAEL012688 AAEL012688 unchanged
AAEL012689 AAEL012689 unchanged
AAEL012690 AAEL012690 unchanged
AAEL012691 AAEL012691 unchanged
AAEL012692 AAEL012692 unchanged
AAEL012693 AAEL012693 unchanged
AAEL012694 AAEL012694 unchanged
AAEL012695 AAEL012695 unchanged
AAEL012696 AAEL012696 unchanged
AAEL012697 AAEL012697 unchanged
AAEL012698 AAEL012698 unchanged
AAEL012699 AAEL012699 unchanged
AAEL012700 AAEL012700 unchanged
AAEL012701 AAEL012701 unchanged
AAEL012702 AAEL012702 unchanged
AAEL012703 AAEL012703 unchanged
AAEL012704 AAEL012704 unchanged
AAEL012705 AAEL012705 unchanged
AAEL012706 AAEL012706 unchanged
AAEL012707 AAEL012707 unchanged
AAEL012708 AAEL012708 unchanged
AAEL012709 AAEL012709 unchanged
AAEL012710 AAEL012710 unchanged
AAEL012711 AAEL012711 unchanged
AAEL012712 AAEL012712 changed
AAEL012713 AAEL012713 changed
AAEL012714 AAEL012714 unchanged
AAEL012715 AAEL012715 unchanged
AAEL012716 AAEL012716 unchanged
AAEL012717 AAEL012717 unchanged
AAEL012718 AAEL012718 unchanged
AAEL012719 AAEL012719 unchanged
AAEL012720 AAEL012720 unchanged
AAEL012721 AAEL012721 unchanged
AAEL012722 AAEL012722 unchanged
AAEL012723 AAEL012723 unchanged
AAEL012724 AAEL012724 unchanged
AAEL012725 AAEL012725 unchanged
AAEL012726 AAEL012726 unchanged
AAEL012727 AAEL012727 unchanged
AAEL012728 AAEL012728 unchanged
AAEL012729 AAEL012729 unchanged
AAEL012730 AAEL012730 unchanged
AAEL012731 AAEL012731 unchanged
AAEL012732 AAEL012732 unchanged
AAEL012733 AAEL012733 unchanged
AAEL012734 AAEL012734 unchanged
AAEL012735 AAEL012735 unchanged
AAEL012736 AAEL012736 changed
AAEL012737 AAEL012737 unchanged
AAEL012738 AAEL012738 unchanged
AAEL012739 AAEL012739 unchanged
AAEL012740 AAEL012740 unchanged
AAEL012741 AAEL012741 unchanged
AAEL012742 AAEL012742 unchanged
AAEL012743 AAEL012743 unchanged
AAEL012744 AAEL012744 unchanged
AAEL012745 AAEL012745 unchanged
AAEL012746 AAEL012746 unchanged
AAEL012747 AAEL012747 unchanged
AAEL012748 AAEL012748 unchanged
AAEL012749 AAEL012749 unchanged
AAEL012750 AAEL012750 unchanged
AAEL012751 AAEL012751 unchanged
AAEL012752 AAEL012752 unchanged
AAEL012753 AAEL012753 unchanged
AAEL012754 AAEL012754 unchanged
AAEL012755 AAEL012755 unchanged
AAEL012756 AAEL012756 unchanged
AAEL012757 AAEL012757 unchanged
AAEL012758 AAEL012758 unchanged
AAEL012759 AAEL012759 unchanged
AAEL012760 AAEL012760 unchanged
AAEL012761 AAEL012761 unchanged
AAEL012762 AAEL012762 changed
AAEL012763 AAEL012763 unchanged
AAEL012764 AAEL012764 unchanged
AAEL012765 AAEL012765 changed
AAEL012766 AAEL012766 changed
AAEL012767 AAEL012767 unchanged
AAEL012768 AAEL012768 unchanged
AAEL012769 AAEL012769 changed
AAEL012770 AAEL012770 changed
AAEL012771 AAEL012771 unchanged
AAEL012772 AAEL012772 changed
AAEL012773 AAEL012773 changed
AAEL012774 AAEL012774 unchanged
AAEL012775 AAEL012775 unchanged
AAEL012776 AAEL012776 unchanged
AAEL012777 AAEL012777 unchanged
AAEL012778 AAEL012778 unchanged
AAEL012779 AAEL012779 unchanged
AAEL012780 AAEL012780 unchanged
AAEL012781 AAEL012781 unchanged
AAEL012782 AAEL012782 unchanged
AAEL012783 AAEL012783 unchanged
AAEL012784 AAEL012784 unchanged
AAEL012785 AAEL012785 changed
AAEL012786 AAEL012786 unchanged
AAEL012787 AAEL012787 unchanged
AAEL012788 AAEL012788 unchanged
AAEL012789 AAEL012789 unchanged
AAEL012790 AAEL012790 unchanged
AAEL012791 AAEL012791 unchanged
AAEL012792 AAEL012792 unchanged
AAEL012793 AAEL012793 unchanged
AAEL012794 AAEL012794 unchanged
AAEL012795 AAEL012795 unchanged
AAEL012796 AAEL012796 changed
AAEL012797 AAEL012797 unchanged
AAEL012798 AAEL012798 unchanged
AAEL012799 AAEL012799 unchanged
AAEL012800 AAEL012800 unchanged
AAEL012801 AAEL012801 unchanged
AAEL012802 AAEL012802 unchanged
AAEL012803 AAEL012803 unchanged
AAEL012804 AAEL012804 unchanged
